瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
192,柳林,2021-02-15 23:00,-1.1,,,9,.7,,50,,50,,2.8,-10.2,1010.3,,1014,,,9,,,,6,0,,,2000,,,1,,,,,
192,柳林,2021-02-16 00:00,-1.6,,,9,.7,,110,,52,,2.8,-10.1,1011.1,,1014.8,,,9,,,,4,0,,,2000,,,.6,,,,,
192,柳林,2021-02-16 01:00,-2.8,,,,.1,,0,,63,,3.1,-8.8,1011.6,,1015.3,,,9,,,,6,0,,,2000,,,.3,,,,,
192,柳林,2021-02-16 02:00,-3.8,,,,.3,,0,,71,,3.3,-8.2,1012.2,,1016,,,9,,,,6,0,,,2000,,,0,,,,,
192,柳林,2021-02-16 03:00,-3.6,,,,.5,,320,,74,,3.5,-7.5,1012.4,,1016.2,,,9,,,,0,0,,,2000,,,-.4,,,,,
192,柳林,2021-02-16 04:00,-4.5,,,,.3,,0,,79,,3.5,-7.5,1012.7,,1016.5,,,9,,,,0,0,,,2000,,,-.7,,,,,
192,柳林,2021-02-16 05:00,-4.6,,,,.2,,0,,79,,3.5,-7.6,1013.4,,1017.2,,,9,,,,0,0,,,2000,,,-.9,,,,,
192,柳林,2021-02-16 06:00,-5,,,,.4,,0,,84,,3.6,-7.2,1013.7,,1017.5,,,9,,,,0,0,,,2000,,,-1.2,,,,,
192,柳林,2021-02-16 07:00,-5.7,,,,.4,,0,,86,,3.5,-7.6,1013.9,,1017.7,,,9,,,,0,0,,,1991,,,-1.4,,,,,
192,柳林,2021-02-16 08:00,-4.8,,,,.4,,0,,85,,3.6,-6.9,1014.4,,1018.2,,.3,,.14,,,0,0,,,1948,,,-1.3,,,,,
192,柳林,2021-02-16 09:00,-1.1,,,,.9,,230,,65,,3.7,-6.8,1014.7,,1018.4,,1,,.94,,,0,0,,,1938,,,-.5,,,,,
192,柳林,2021-02-16 10:00,1.3,,,,.7,,50,,47,,3.2,-8.7,1014.1,,1017.8,,1,,1.52,,,0,0,,,1988,,,-.2,,,,,
192,柳林,2021-02-16 11:00,2.5,,,,1.6,,180,,45,,3.3,-8.2,1013.4,,1017.1,,1,,2.06,,,0,0,,,1995,,,6.2,,,,,
192,柳林,2021-02-16 12:00,4.5,,,,1.3,,160,,42,,3.5,-7.3,1012.3,,1015.9,,1,,2.47,,,0,0,,,1996,,,11.7,,,,,
192,柳林,2021-02-16 13:00,6.3,,,,4,,250,,27,,2.6,-11.3,1010.5,,1014.1,,1,,2.6,,,0,0,,,2000,,,13,,,,,
192,柳林,2021-02-16 14:00,6.9,,,,3,,270,,29,,2.9,-9.9,1009.4,,1013,,1,,2.53,,,0,0,,,1979,,,12.3,,,,,
192,柳林,2021-02-16 15:00,7.3,,,,2.4,,250,,30,,3.1,-9.1,1008.4,,1012,,1,,2.18,,,0,0,,,1984,,,12,,,,,
192,柳林,2021-02-16 16:00,7.3,,,,4.5,,250,,35,,3.6,-7.1,1007.9,,1011.5,,1,,1.63,,,5,0,,,1862,,,8.5,,,,,
192,柳林,2021-02-16 17:00,6.4,,,,4.2,,250,,43,,4.2,-5.2,1007.8,,1011.4,,.6,,.65,,,7,7,,16,1833,,,6.4,,,,,
192,柳林,2021-02-16 18:00,4.1,,0,,3.5,,250,,69,,5.7,-1,1008.9,,1012.5,,0,,.09,,,9,9,,10,1882,,,4.9,,,,,
192,柳林,2021-02-16 19:00,3.5,,,9,1.6,,290,,70,,5.5,-1.4,1009.2,,1012.8,,0,,0,,,1,1,,15,2000,,,3,,,,,
192,柳林,2021-02-16 20:00,2.5,,,9,1.2,,340,,72,,5.3,-2,1010.3,,1014,,,9,,,,1,1,,19,1986,,,1.8,,,,,
192,柳林,2021-02-16 21:00,1.6,,,9,3.2,,340,,49,,3.4,-7.9,1011.3,,1015,,,9,,,,5,1,,13,2000,,,.8,,,,,
192,柳林,2021-02-16 22:00,-.5,,,9,2.9,,340,,48,,2.8,-10.1,1012.5,,1016.2,,,9,,,,7,0,,,2000,,,.8,,,,,
192,柳林,2021-02-16 23:00,-2.2,,,9,1.7,,340,,47,,2.4,-12,1012.8,,1016.5,,,9,,,,7,0,,,2000,,,.4,,,,,
192,柳林,2021-02-17 00:00,-2.1,,,9,1.7,,340,,47,,2.5,-11.9,1012.6,,1016.3,,,9,,,,4,1,,,2000,,,0,,,,,
192,柳林,2021-02-17 01:00,-2,,,,2.4,,320,,46,,2.4,-12.1,1012.8,,1016.5,,,9,,,,,4,,19,2000,,,-.4,,,,,
192,柳林,2021-02-17 02:00,-2.3,,,,1.7,,340,,44,,2.3,-12.9,1012.9,,1016.6,,,9,,,,8,5,,18,2000,,,-.5,,,,,
192,柳林,2021-02-17 03:00,-2.8,,,,1.5,,340,,46,,2.3,-12.8,1013.1,,1016.9,,,9,,,,8,8,,18,2000,,,-.7,,,,,
192,柳林,2021-02-17 04:00,-3.3,,,,3.9,,340,,48,,2.3,-12.7,1013.5,,1017.3,,,9,,,,8,8,,18,2000,,,-.9,,,,,
192,柳林,2021-02-17 05:00,-3.9,,,,3.5,,340,,43,,2,-14.6,1013.7,,1017.5,,,9,,,,3,3,,16,2000,,,-1.3,,,,,
192,柳林,2021-02-17 06:00,-4.1,,,,4.3,,340,,39,,1.8,-16,1014.1,,1017.9,,,9,,,,0,0,,,2000,,,-1.8,,,,,
192,柳林,2021-02-17 07:00,-4.4,,,,3,,290,,44,,1.9,-14.8,1014.1,,1017.9,,,9,,,,2,0,,,2000,,,-2,,,,,
192,柳林,2021-02-17 08:00,-4,,,,1.9,,250,,43,,2,-14.7,1014,,1017.8,,.4,,.11,,,4,0,,,2000,,,-1.9,,,,,
192,柳林,2021-02-17 09:00,-3.3,,,,2.5,,320,,45,,2.2,-13.5,1014.1,,1017.9,,1,,.64,,,2,0,,,1997,,,-.7,,,,,
192,柳林,2021-02-17 10:00,-1.7,,,,3,,270,,37,,2,-14.5,1013.5,,1017.2,,1,,1.25,,,6,1,,20,2000,,,-.4,,,,,
192,柳林,2021-02-17 11:00,-1.6,,,,4.5,,290,,37,,2,-14.4,1013.3,,1017,,.9,,1.64,,,7,7,,19,1969,,,0,,,,,
192,柳林,2021-02-17 12:00,-.9,,,,5.6,,270,,35,,2,-14.4,1013.1,,1016.8,,.7,,1.68,,,6,5,,21,1988,,,1,,,,,
192,柳林,2021-02-17 13:00,-.2,,,,5.4,,270,,30,,1.8,-15.7,1012.1,,1015.8,,1,,2.76,,,4,3,,20,2000,,,5.9,,,,,
192,柳林,2021-02-17 14:00,0,,,,4.6,,290,,32,,2,-14.7,1011.8,,1015.5,,1,,2.74,,,4,1,,22,1994,,,7.4,,,,,
192,柳林,2021-02-17 15:00,-.1,,,,3.1,,320,,31,,1.9,-15.2,1012.3,,1016,,1,,2.58,,,3,3,,20,1968,,,8.1,,,,,
192,柳林,2021-02-17 16:00,-1,,,,3.9,,320,,30,,1.7,-16.4,1012.9,,1016.6,,1,,1.9,,,0,0,,,1967,,,4.5,,,,,
192,柳林,2021-02-17 17:00,-2.3,,,,4.1,,340,,28,,1.5,-18.3,1013.4,,1017.1,,1,,1.17,,,0,0,,,2000,,,1.5,,,,,
192,柳林,2021-02-17 18:00,-3.3,,,,5,,320,,33,,1.6,-17.3,1014.1,,1017.9,,.7,,.33,,,0,0,,,2000,,,.4,,,,,
192,柳林,2021-02-17 19:00,-4,,,,3.7,,340,,30,,1.4,-19,1015.2,,1019,,0,,0,,,0,0,,,2000,,,-.4,,,,,
192,柳林,2021-02-17 20:00,-4.5,,,,3.7,,340,,36,,1.6,-17.3,1015.4,,1019.2,,,9,,,,0,0,,,2000,,,-.9,,,,,
192,柳林,2021-02-17 21:00,-4.5,,,,3,,290,,45,,2,-14.6,1015.3,,1019.1,,,9,,,,0,0,,,2000,,,-1.2,,,,,
192,柳林,2021-02-17 22:00,-4.5,,,,2.4,,290,,48,,2.1,-13.8,1015.6,,1019.4,,,9,,,,1,0,,,2000,,,-1.4,,,,,
192,柳林,2021-02-17 23:00,-4.6,,,,2,,340,,46,,2,-14.4,1015.5,,1019.3,,,9,,,,0,0,,,2000,,,-1.8,,,,,
192,柳林,2021-02-18 00:00,-5.4,,,,1,,90,,49,,2,-14.4,1015.5,,1019.3,,,9,,,,5,2,,,2000,,,-1.9,,,,,
192,柳林,2021-02-18 01:00,-6.7,,,,.6,,110,,58,,2.1,-13.6,1015.4,,1019.2,,,9,,,,6,6,,16,2000,,,-2.1,,,,,
192,柳林,2021-02-18 02:00,-5.5,,,,1.1,,340,,51,,2.1,-14,1015.7,,1019.5,,,9,,,,5,5,,16,2000,,,-2.5,,,,,
192,柳林,2021-02-18 03:00,-4.7,,,,2,,270,,51,,2.2,-13.3,1015.6,,1019.4,,,9,,,,0,0,,,2000,,,-2.6,,,,,
192,柳林,2021-02-18 04:00,-5.1,,,,2.5,,360,,44,,1.8,-15.4,1015.4,,1019.2,,,9,,,,0,0,,,2000,,,-3,,,,,
192,柳林,2021-02-18 05:00,-5.9,,,,1.7,,360,,48,,1.9,-15.1,1015.6,,1019.4,,,9,,,,0,0,,,2000,,,-3.1,,,,,
192,柳林,2021-02-18 06:00,-7.1,,,,.6,,70,,53,,1.9,-15,1015.5,,1019.3,,,9,,,,1,0,,,2000,,,-3.5,,,,,
192,柳林,2021-02-18 07:00,-7.1,,,,1.6,,110,,57,,2.1,-14.1,1015.8,,1019.6,,,9,,,,0,0,,,1984,,,-3.8,,,,,
192,柳林,2021-02-18 08:00,-6.5,,,,.4,,0,,57,,2.1,-13.6,1016.4,,1020.2,,.3,,.11,,,0,0,,,2000,,,-3.3,,,,,
192,柳林,2021-02-18 09:00,-3.5,,,,1.2,,250,,45,,2.1,-13.7,1017,,1020.8,,1,,.78,,,0,0,,,1974,,,-1,,,,,
192,柳林,2021-02-18 10:00,-2.2,,,,1,,230,,41,,2.1,-13.7,1016.9,,1020.7,,1,,1.52,,,0,0,,,1972,,,-.3,,,,,
192,柳林,2021-02-18 11:00,-.4,,,,2.5,,360,,33,,2,-14.7,1016.8,,1020.5,,1,,2.11,,,0,0,,,1994,,,2.5,,,,,
192,柳林,2021-02-18 12:00,-.1,,,,5,,360,,33,,2,-14.4,1016.4,,1020.1,,1,,2.53,,,0,0,,,1987,,,4.1,,,,,
192,柳林,2021-02-18 13:00,1.3,,,,2.9,,340,,31,,2.1,-14,1015.8,,1019.5,,1,,2.72,,,0,0,,,1999,,,7,,,,,
192,柳林,2021-02-18 14:00,1.7,,,,5,,360,,32,,2.2,-13.2,1015.7,,1019.4,,1,,2.65,,,0,0,,,1963,,,7.7,,,,,
192,柳林,2021-02-18 15:00,2.4,,,,3.4,,360,,35,,2.5,-11.5,1015.6,,1019.3,,1,,2.32,,,0,0,,,1994,,,7.6,,,,,
192,柳林,2021-02-18 16:00,2.2,,,,4,,340,,36,,2.6,-11.3,1016,,1019.7,,1,,1.76,,,0,0,,,1999,,,5.2,,,,,
192,柳林,2021-02-18 17:00,1.5,,,,2.8,,360,,38,,2.6,-11.3,1016.5,,1020.2,,1,,1.07,,,0,0,,,2000,,,2.7,,,,,
192,柳林,2021-02-18 18:00,.2,,,,1.8,,360,,42,,2.6,-11.2,1017,,1020.7,,.7,,.3,,,0,0,,,2000,,,.9,,,,,
192,柳林,2021-02-18 19:00,-.5,,,,2,,20,,45,,2.6,-11,1018,,1021.7,,0,,0,,,0,0,,,2000,,,.5,,,,,
192,柳林,2021-02-18 20:00,-1.3,,,,.3,,0,,48,,2.7,-10.9,1018.4,,1022.1,,,9,,,,0,0,,,2000,,,.1,,,,,
192,柳林,2021-02-18 21:00,-2.3,,,,0,,0,,52,,2.7,-10.8,1018.6,,1022.4,,,9,,,,0,0,,,2000,,,-.3,,,,,
192,柳林,2021-02-18 22:00,-3.6,,,,.4,,0,,60,,2.8,-10.2,1019.1,,1022.9,,,9,,,,0,0,,,2000,,,-.5,,,,,
192,柳林,2021-02-18 23:00,-4,,,,.2,,0,,63,,2.9,-10,1019.2,,1023,,,9,,,,0,0,,,2000,,,-.7,,,,,
192,柳林,2021-02-19 00:00,-5,,,,0,,0,,66,,2.8,-10.3,1019.2,,1023,,,9,,,,0,0,,,2000,,,-1,,,,,
192,柳林,2021-02-19 01:00,-5.7,,,,.2,,0,,72,,2.9,-9.9,1019.2,,1023,,,9,,,,0,0,,,2000,,,-1.4,,,,,
192,柳林,2021-02-19 02:00,-6.5,,,,.2,,0,,75,,2.8,-10.2,1019.4,,1023.2,,,9,,,,0,0,,,2000,,,-1.9,,,,,
192,柳林,2021-02-19 03:00,-6.7,,,,.7,,360,,78,,2.9,-9.9,1019,,1022.8,,,9,,,,0,0,,,1997,,,-2.3,,,,,
192,柳林,2021-02-19 04:00,-7.4,,,,.5,,360,,81,,2.8,-10.1,1018.6,,1022.4,,,9,,,,0,0,,,1987,,,-2.8,,,,,
192,柳林,2021-02-19 05:00,-8.2,,,,.1,,0,,84,,2.8,-10.4,1018.5,,1022.4,,,9,,,,0,0,,,1818,,,-3.1,,,,,
192,柳林,2021-02-19 06:00,-8.4,,,,.3,,0,,86,,2.8,-10.3,1018.4,,1022.3,,,9,,,,3,0,,,1579,,,-3.5,,,,,
192,柳林,2021-02-19 07:00,-8.8,,,,.2,,0,,86,,2.7,-10.7,1018.2,,1022.1,,,9,,,,0,0,,,1735,,,-3.6,,,,,
192,柳林,2021-02-19 08:00,-7.4,,,,.1,,0,,83,,2.9,-9.7,1018.5,,1022.3,,.4,,.17,,,0,0,,,1746,,,-3.3,,,,,
192,柳林,2021-02-19 09:00,-3.5,,,,.4,,0,,79,,3.7,-6.6,1018.6,,1022.4,,1,,1.16,,,0,0,,,1663,,,-.9,,,,,
192,柳林,2021-02-19 10:00,.3,,,,.4,,0,,64,,4,-5.7,1018,,1021.7,,1,,1.88,,,0,0,,,1799,,,0,,,,,
192,柳林,2021-02-19 11:00,3.5,,,,1.1,,230,,43,,3.4,-7.9,1017.3,,1021,,1,,2.2,,,0,0,,,1953,,,4.4,,,,,
192,柳林,2021-02-19 12:00,6.4,,,,1.4,,200,,38,,3.6,-6.9,1016.2,,1019.8,,1,,2.57,,,0,0,,,1954,,,9.1,,,,,
192,柳林,2021-02-19 13:00,8.4,,,,1.1,,200,,38,,4.2,-5.1,1014.9,,1018.5,,1,,2.75,,,0,0,,,2000,,,12.8,,,,,
192,柳林,2021-02-19 14:00,10.5,,,,1.5,,180,,35,,4.4,-4.3,1013.4,,1017,,1,,2.63,,,0,0,,,1960,,,14.3,,,,,
192,柳林,2021-02-19 15:00,11.8,,,,1.8,,110,,31,,4.3,-4.8,1012.3,,1015.8,,1,,2.3,,,0,0,,,1898,,,14.1,,,,,
192,柳林,2021-02-19 16:00,12.3,,,,6.2,,250,,25,,3.6,-7.2,1011.8,,1015.3,,1,,1.79,,,0,0,,,1987,,,10,,,,,
192,柳林,2021-02-19 17:00,11.8,,,,5.3,,250,,27,,3.7,-6.6,1011.5,,1015,,1,,1.1,,,0,0,,,1996,,,7.1,,,,,
192,柳林,2021-02-19 18:00,10.6,,,,4.9,,250,,33,,4.2,-5,1011.8,,1015.4,,.7,,.31,,,0,0,,,2000,,,5.3,,,,,
192,柳林,2021-02-19 19:00,9.5,,,,2.9,,250,,38,,4.5,-4.1,1012,,1015.6,,0,,0,,,0,0,,,1998,,,3.9,,,,,
192,柳林,2021-02-19 20:00,8.1,,,,2.1,,230,,41,,4.4,-4.3,1012.4,,1016,,,9,,,,0,0,,,2000,,,2.9,,,,,
192,柳林,2021-02-19 21:00,7.5,,,,1.5,,250,,51,,5.3,-2,1012.4,,1016,,,9,,,,0,0,,,1964,,,2.4,,,,,
192,柳林,2021-02-19 22:00,6.7,,,,1.2,,50,,59,,5.8,-.7,1012.4,,1016,,,9,,,,0,0,,,1590,,,2,,,,,
192,柳林,2021-02-19 23:00,6.9,,,,2.8,,250,,61,,6.1,-.1,1012.3,,1015.9,,,9,,,,0,0,,,1964,,,2.2,,,,,
192,柳林,2021-02-20 00:00,6.9,,,,2.4,,270,,65,,6.4,.7,1011.6,,1015.2,,,9,,,,0,0,,,1922,,,2.2,,,,,
192,柳林,2021-02-20 01:00,6.8,,,,1.6,,270,,67,,6.6,1,1011.3,,1014.9,,,9,,,,0,0,,,1705,,,2.2,,,,,
192,柳林,2021-02-20 02:00,6,,,,1.4,,90,,73,,6.8,1.5,1010.9,,1014.5,,,9,,,,0,0,,,1447,,,1.7,,,,,
192,柳林,2021-02-20 03:00,6.5,,,,1.4,,110,,76,,7.3,2.5,1010,,1013.6,,,9,,,,0,0,,,1224,,,1.7,,,,,
192,柳林,2021-02-20 04:00,7,,,,1,,360,,74,,7.4,2.6,1009.2,,1012.8,,,9,,,,1,0,,,1467,,,1.7,,,,,
192,柳林,2021-02-20 05:00,6.7,,,,.7,,90,,78,,7.6,3.1,1008.7,,1012.3,,,9,,,,0,0,,,1157,,,1.7,,,,,
192,柳林,2021-02-20 06:00,7.7,,,,1.5,,270,,76,,8,3.7,1008.6,,1012.2,,,9,,,,6,0,,,1311,,,2,,,,,
192,柳林,2021-02-20 07:00,8.1,,,,2,,270,,76,,8.2,4.1,1008.6,,1012.2,,,9,,,,1,0,,,1285,,,2.7,,,,,
192,柳林,2021-02-20 08:00,8.4,,,,1.5,,270,,75,,8.2,4.2,1008.9,,1012.5,,.2,,.09,,,8,0,,,1267,,,3.4,,,,,
192,柳林,2021-02-20 09:00,10.8,,,,2.5,,230,,66,,8.5,4.6,1009,,1012.5,,1,,.62,,,0,0,,,1428,,,6.5,,,,,
192,柳林,2021-02-20 10:00,12.3,,,,3.4,,230,,60,,8.5,4.7,1008.9,,1012.4,,1,,1.3,,,0,0,,,1415,,,10.6,,,,,
192,柳林,2021-02-20 11:00,14.3,,,,2.5,,270,,56,,9.1,5.6,1008.5,,1012,,1,,1.84,,,0,0,,,1319,,,14.3,,,,,
192,柳林,2021-02-20 12:00,16,,,,3.2,,250,,49,,8.8,5.2,1007.9,,1011.4,,1,,2.27,,,0,0,,,1319,,,16.9,,,,,
192,柳林,2021-02-20 13:00,17.6,,,,2.5,,250,,46,,9.2,5.8,1007.2,,1010.6,,1,,2.47,,,1,0,,,1285,,,19.1,,,,,
192,柳林,2021-02-20 14:00,19,,,,4.1,,250,,37,,8.1,3.9,1006.2,,1009.6,,1,,2.38,,,0,0,,,1261,,,18.7,,,,,
192,柳林,2021-02-20 15:00,19.7,,,,3,,230,,38,,8.7,4.9,1005.9,,1009.3,,1,,2.1,,,0,0,,,1261,,,18.2,,,,,
192,柳林,2021-02-20 16:00,19.5,,,,2.2,,230,,39,,8.8,5.1,1006.2,,1009.6,,1,,1.54,,,0,0,,,1163,,,16.1,,,,,
192,柳林,2021-02-20 17:00,18,,,,2.1,,160,,45,,9.2,5.8,1006.8,,1010.2,,1,,.86,,,0,0,,,1164,,,13.5,,,,,
192,柳林,2021-02-20 18:00,16.5,,,,2.5,,140,,47,,8.8,5.1,1007.1,,1010.6,,.7,,.25,,,0,0,,,1192,,,11.1,,,,,
192,柳林,2021-02-20 19:00,14.3,,,,2.4,,180,,55,,8.9,5.3,1007.9,,1011.4,,0,,0,,,0,0,,,1073,,,9.1,,,,,
192,柳林,2021-02-20 20:00,12.2,,,,.6,,90,,61,,8.6,4.8,1008.2,,1011.7,,,9,,,,0,0,,,977,,,7.5,,,,,
192,柳林,2021-02-20 21:00,11.7,,,,1.6,,180,,67,,9.2,5.7,1009.3,,1012.8,,,9,,,,0,0,,,829,,,6.6,,,,,
192,柳林,2021-02-20 22:00,10.8,,,,2,,200,,71,,9.2,5.7,1009.9,,1013.5,,,9,,,,0,0,,,727,,,6.1,,,,,
192,柳林,2021-02-20 23:00,10.3,,,,.7,,200,,73,,9.1,5.6,1010.1,,1013.7,,,9,,,,0,0,,,686,,,5.3,,,,,
192,柳林,2021-02-21 00:00,10.1,,,,.6,,290,,74,,9.1,5.6,1010,,1013.6,,,9,,,,0,0,,,640,,,5,,,,,
192,柳林,2021-02-21 01:00,10.1,,,,1.1,,180,,73,,9,5.4,1009.7,,1013.3,,,9,,,,0,0,,,600,,,5,,,,,
192,柳林,2021-02-21 02:00,8.6,,,,.7,,360,,74,,8.2,4.2,1009.9,,1013.5,,,9,,,,0,0,,,618,,,4.5,,,,,
192,柳林,2021-02-21 03:00,5.7,,,,.8,,320,,84,,7.7,3.2,1009.9,,1013.5,,,9,,,,0,0,,,473,,,3.9,,,,,
192,柳林,2021-02-21 04:00,8.7,,,,1.2,,200,,81,,9.1,5.6,1009.5,,1013.1,,,9,,,,0,0,,,600,,,3.5,,,,,
192,柳林,2021-02-21 05:00,6.3,,,,.8,,290,,81,,7.7,3.2,1009.4,,1013,,,9,,,,6,0,,,550,,,3.7,,,,,
192,柳林,2021-02-21 06:00,4.9,,,,.7,,290,,86,,7.4,2.7,1009.5,,1013.1,,,9,,,,6,0,,,463,,,3.5,,,,,
192,柳林,2021-02-21 07:00,3.6,,,,1.4,,290,,90,,7.1,2.1,1009.7,,1013.3,,,9,,,,0,0,,,408,,,2.7,,,,,
192,柳林,2021-02-21 08:00,4.1,,,,.8,,290,,88,,7.2,2.2,1009.9,,1013.5,,.3,,.11,,,0,0,,,429,,,3,,,,,
192,柳林,2021-02-21 09:00,8.9,,,,.3,,0,,77,,8.7,5,1010.5,,1014.1,,1,,.7,,,0,0,,,710,,,7.4,,,,,
192,柳林,2021-02-21 10:00,15.1,,,,1.5,,110,,56,,9.5,6.3,1010.2,,1013.7,,1,,1.39,,,0,0,,,1331,,,13.1,,,,,
192,柳林,2021-02-21 11:00,17.8,,,,2.3,,110,,45,,9.1,5.6,1009.8,,1013.2,,1,,1.99,,,0,0,,,1732,,,17.3,,,,,
192,柳林,2021-02-21 12:00,19.8,,,,1.8,,200,,38,,8.7,5,1009,,1012.4,,1,,2.43,,,0,0,,,1798,,,20.2,,,,,
192,柳林,2021-02-21 13:00,21.4,,,,2.5,,200,,35,,8.8,5.2,1007.8,,1011.2,,1,,2.62,,,0,0,,,1916,,,21.8,,,,,
192,柳林,2021-02-21 14:00,22.5,,,,3,,230,,32,,8.7,4.9,1007,,1010.4,,1,,2.52,,,0,0,,,1907,,,22.2,,,,,
192,柳林,2021-02-21 15:00,23,,,,2.9,,180,,30,,8.4,4.4,1007,,1010.4,,1,,2.18,,,0,0,,,1989,,,20.7,,,,,
192,柳林,2021-02-21 16:00,22.9,,,,3.5,,250,,27,,7.5,2.8,1007,,1010.4,,1,,1.64,,,0,0,,,1999,,,18.2,,,,,
192,柳林,2021-02-21 17:00,22.1,,,,4.1,,250,,26,,6.9,1.6,1007.1,,1010.5,,1,,.98,,,0,0,,,1991,,,15.5,,,,,
192,柳林,2021-02-21 18:00,20.2,,,,3,,230,,30,,7.1,2,1007.6,,1011,,.7,,.27,,,0,0,,,2000,,,13.3,,,,,
192,柳林,2021-02-21 19:00,17.9,,,,2.4,,270,,36,,7.3,2.5,1008.3,,1011.7,,0,,.01,,,0,0,,,2000,,,11.3,,,,,
192,柳林,2021-02-21 20:00,17.3,,,,1.5,,270,,38,,7.5,2.8,1008.9,,1012.3,,,9,,,,0,0,,,2000,,,10.1,,,,,
192,柳林,2021-02-21 21:00,14.1,,,,1.2,,160,,53,,8.5,4.6,1009.5,,1013,,,9,,,,0,0,,,2000,,,8.6,,,,,
192,柳林,2021-02-21 22:00,13.2,,,,1.5,,140,,62,,9.3,6,1009.8,,1013.3,,,9,,,,0,0,,,1970,,,8,,,,,
192,柳林,2021-02-21 23:00,13.3,,,,1.5,,140,,65,,9.9,6.8,1009.8,,1013.3,,,9,,,,0,0,,,1842,,,7.6,,,,,
192,柳林,2021-02-22 00:00,12.7,,,,1.8,,360,,71,,10.4,7.5,1009.9,,1013.4,,,9,,,,0,0,,,1507,,,7.8,,,,,
192,柳林,2021-02-22 01:00,12.9,,,,3,,270,,71,,10.5,7.7,1009.8,,1013.3,,,9,,,,0,0,,,1595,,,7.8,,,,,
192,柳林,2021-02-22 02:00,12.8,,,,3.5,,270,,78,,11.5,9,1009.7,,1013.2,,,9,,,,0,0,,,1360,,,7.8,,,,,
192,柳林,2021-02-22 03:00,12.8,,,,1.8,,270,,81,,11.9,9.6,1009.6,,1013.1,,,9,,,,1,0,,,1202,,,7.9,,,,,
192,柳林,2021-02-22 04:00,12.3,,,,1.6,,50,,83,,11.8,9.4,1008.8,,1012.3,,,9,,,,1,0,,,1333,,,7.6,,,,,
192,柳林,2021-02-22 05:00,12.3,,,,1.1,,50,,85,,12.1,9.8,1008.8,,1012.3,,,9,,,,6,0,,,1094,,,7.4,,,,,
192,柳林,2021-02-22 06:00,11.1,,,,1.2,,50,,86,,11.3,8.8,1008.8,,1012.3,,,9,,,,2,0,,,675,,,6.9,,,,,
192,柳林,2021-02-22 07:00,11.3,,,,.9,,20,,92,,12.3,10,1008.8,,1012.3,,,9,,,,5,0,,,558,,,6.5,,,,,
192,柳林,2021-02-22 08:00,10,,,,1.3,,290,,87,,10.6,7.9,1009,,1012.6,,.3,,.11,,,8,0,,,646,,,7.5,,,,,
192,柳林,2021-02-22 09:00,9,,,,.5,,270,,86,,9.8,6.7,1009.1,,1012.7,,1,,.66,,,2,0,,,734,,,10,,,,,
192,柳林,2021-02-22 10:00,12,,,,1,,320,,77,,10.7,8,1009,,1012.5,,1,,1.34,,,0,0,,,787,,,14.5,,,,,
192,柳林,2021-02-22 11:00,17.5,,,,1.4,,180,,61,,12.1,9.8,1008.3,,1011.7,,1,,1.94,,,0,0,,,1059,,,18.8,,,,,
192,柳林,2021-02-22 12:00,18.2,,,,3.5,,160,,59,,12.3,10,1007.6,,1011,,1,,2.32,,,0,0,,,1585,,,21,,,,,
192,柳林,2021-02-22 13:00,19.7,,,,3.5,,160,,52,,11.9,9.5,1006.4,,1009.8,,1,,2.49,,,0,0,,,1498,,,22.7,,,,,
192,柳林,2021-02-22 14:00,21.5,,,,2.7,,110,,46,,11.7,9.3,1006.1,,1009.5,,1,,2.42,,,1,0,,,1638,,,24,,,,,
192,柳林,2021-02-22 15:00,21.3,,,,2.5,,140,,45,,11.3,8.8,1005.7,,1009.1,,1,,2.06,,,0,0,,,1824,,,22.5,,,,,
192,柳林,2021-02-22 16:00,21.3,,,,2.5,,140,,47,,11.9,9.5,1006.2,,1009.6,,1,,1.52,,,0,0,,,1939,,,19.9,,,,,
192,柳林,2021-02-22 17:00,20.2,,,,1.9,,290,,36,,8.5,4.6,1007.3,,1010.7,,1,,.9,,,0,0,,,1551,,,17.2,,,,,
192,柳林,2021-02-22 18:00,19.1,,,,1.9,,340,,31,,6.8,1.5,1008.5,,1011.9,,.7,,.27,,,0,0,,,1458,,,14.1,,,,,
192,柳林,2021-02-22 19:00,16.9,,,,1.3,,320,,28,,5.4,-1.7,1009.4,,1012.9,,0,,.01,,,0,0,,,2000,,,11.3,,,,,
