일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계
2018-10-15,월,2805,101,243,268,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 콩나물국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  버섯불고기  맛살겨자채  깻잎지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  쇠고기장조림  계란말이  미역줄기볶음  포기김치 (김치:국내산) ,1235.0,533.0
2018-10-16,화,2805,63,273,315,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 김치죽/쌀밥 (쌀:국내산) 꽃게탕  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운소고기무국  조기구이  우엉잡채  참나물생채  포기김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  닭오븐구이  딸기드레싱샐러드  음료  포기김치 (김치:국내산) ,928.0,570.0
2018-10-17,수,2805,68,294,0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  모듬묵샐러드  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 유부장국  생선가스*칠리소스  가래떡구이*조청  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이된장찌개  꽁치구이  미트볼조림  청경채무침  포기김치 (김치:국내산) ,761.0,422.0
2018-10-18,목,2805,74,299,175,0.0,모닝롤/토마토샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 새알미역국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  김치제육볶음  해물파전  브로컬리들깨찜  열무김치 (김치:국내산) ,유부초밥 (쌀:국내산) 짬뽕  탕수육  생과일플레인샐러드  단무지  포기김치 (김치:국내산) ,857.0,532.0
2018-10-19,금,2805,207,303,40,0.0,모닝롤/사과파이  우유/주스 계란후라이 크림누룽지탕/쌀밥 (쌀:국내산) 올갱이아욱국  단배추나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  닭갈비  연두부*양념장  호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  류산슬  비엔나감자구이  아삭고추무침  포기김치 (김치:국내산) ,627.0,430.0
2018-10-22,월,2805,141,236,290,0.0,모닝롤/시금치핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치두부국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  돈육간장불고기  야채계란찜  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  코다리조림  꽃맛살볶음  양배추쌈*쌈장  포기김치 (김치:국내산) ,1176.0,498.0
2018-10-23,화,2805,73,277,243,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 연두부탕  시래기조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  닭볶음탕  메밀전병만두  파래김*양념장  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 맑은국  탕수어  감자범벅  수제피클/과일  포기김치 (김치:국내산) ,902.0,446.0
2018-10-24,수,2805,82,299,1,0.0,모닝롤/메론롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 된장찌개  건새우마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  등갈비김치찜  어묵볶음  톳두부무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구찌개  언양식불고기  멸치아몬드볶음  셀프무쌈말이  포기김치 (김치:국내산) ,777.0,464.0
2018-10-25,목,2805,110,315,158,0.0,모닝롤/베이컨샌드  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 배추된장국  고구마순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  시금치프리타타  방풍나물  포기김치 (김치:국내산) ,야채주먹밥 (쌀:국내산) 김치우동  깐풍기  멕시칸샐러드  꼬들단무지/요플레  포기김치 (김치:국내산) ,722.0,469.0
2018-10-26,금,2805,263,308,25,0.0,모닝롤/브라우니  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 우거지해장국  문어꽈리초조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  오징어볶음  두부새싹구이  시금치나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  가자미카레튀김  메추리알조림  치커리무침  포기김치 (김치:국내산) ,528.0,370.0
2018-10-29,월,2805,155,250,316,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 들깨버섯국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  홍어채무침  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  짬뽕불고기  도토리묵무침  취나물  포기김치 (김치:국내산) ,1156.0,596.0
2018-10-30,화,2805,89,300,206,0.0,모닝롤/바나나샌드  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 무채국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  동파삼겹수육  실곤약야채무침  쫑상추무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  갈치구이  버섯잡채  오이맛살초무침  깍두기 (김치:국내산) ,932.0,449.0
2018-10-31,수,2805,111,306,0,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 민물새우찌개  느타리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  수제돈가스  닭살겨자채  반달호박나물  포기김치 (김치:국내산) ,    자기계발의날        ,930.0,0.0
2018-11-01,목,2815,89,299,172,0.0,모닝롤/씨크립샌드  우유/주스 계란후라이 고구마죽/쌀밥 (쌀:국내산) 피바지락국  유채나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  마늘간장치킨  새송이버섯전  청경채생채  포기김치 (김치:국내산) ,목살필라프 (쌀:국내산) 가쯔오장국  로제스파게티  웨지감자  무피클/샐러드  포기김치 (김치:국내산) ,703.0,483.0
2018-11-02,금,2815,211,299,43,0.0,모닝롤/와플  우유/주스 계란후라이 새우살죽/쌀밥 (쌀:국내산) 쇠고기무국  숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  훈제오리구이  참치야채전  무쌈/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  해물누룽지탕  계란말이  견과류조림  포기김치 (김치:국내산) ,539.0,434.0
2018-11-05,월,2815,104,248,391,0.0,모닝롤/호빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 열무된장국  명엽채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  단호박계란찜  도라지초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  돈육간장불고기  쫄면무침  콩나물파채무침  포기김치 (김치:국내산) ,1088.0,542.0
2018-11-06,화,2815,69,269,393,0.0,모닝롤/인절미샌드  우유/주스 스크램블에그 브로컬리죽/쌀밥 (쌀:국내산) 북어해장국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥  매운콩나물국  닭데리야끼구이 (닭:국내산) 해파리냉채  치커리생채  배추겉절이 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  쇠고기퀘사디아  과일샐러드  락교  포기김치 (김치:국내산) ,813.0,540.0
2018-11-07,수,2815,68,299,0,0.0,모닝롤/오렌지케익빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 꽃게탕  어묵꽈리고추볶음  포기김치 (김치:국내산) ,곤드레밥*강된장 (쌀:국내산) 맑은국  사천식탕수육  탕평채  오징어젓무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  해물청경채볶음  두부커틀릿  깻잎지  포기김치 (김치:국내산) ,860.0,379.0
2018-11-08,목,2815,72,285,305,0.0,모닝롤/치킨샌드  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산) 선지해장국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  닭갈비  동태포전  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 뼈감자탕  해물까스*탈탈소스  풍기샐러드  부추무침  깍두기 (김치:국내산) ,926.0,443.0
2018-11-09,금,2815,185,302,38,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 근대국  카레감자채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  고등어구이  비엔나케찹볶음  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기장조림  메밀전병만두  오이무침  포기김치 (김치:국내산) ,496.0,454.0
2018-11-12,월,2815,123,228,401,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치국  멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  소고기불고기  골뱅이무침*소면  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  마파두부  단배추나물  포기김치 (김치:국내산) ,1154.0,574.0
2018-11-13,화,2815,91,280,328,0.0,모닝롤/햄치즈샌드  우유/주스 스크램블에그 호박죽/쌀밥 (쌀:국내산) 홍합탕  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥  청국장찌개  돈육강정  두부양념조림  유채나물  포기김치 (김치:국내산) ,통새우김밥 (쌀:국내산) 미니짬뽕  고구마그라탕  키위드레싱샐러드  단무지무침  포기김치 (김치:국내산) ,783.0,468.0
2018-11-14,수,2815,89,263,0,0.0,모닝롤/시금치핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 맑은만두국  무나물  포기김치 (김치:국내산) ,콩나물밥*양념장 (쌀:국내산) 팽이장국  치킨핑거*요거트드레싱  꽃맛살샐러드  얼갈이겉절이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  매운돼지갈비찜  옥수수계란찜  청경채생채  포기김치 (김치:국내산) ,800.0,391.0
2018-11-15,목,2815,147,282,291,0.0,모닝롤/피자토스트  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 대구매운탕  숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  유자청제육볶음  오징어숙회무침  상추무침  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 유부장국  닭오븐구이  멕시칸샐러드  음료  포기김치 (김치:국내산) ,747.0,540.0
2018-11-16,금,2815,251,295,59,0.0,모닝롤/애플샌드  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 어묵국  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  언양식불고기  부추깻잎전  도토리묵무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  미트볼케찹조림  황태양념구이  검정콩조림  포기김치 (김치:국내산) ,616.0,435.0
2018-11-19,월,2815,118,230,416,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 얼갈이국  꽃맛살볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  돈육굴소스볶음 (돈육:국내산) 매운어묵볶음  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장 (닭:국내산) 코다리양념조림 (코다리:러시아산) 모듬소세지구이  치커리사과무침  포기김치 (김치:국내산) ,1124.0,442.0
2018-11-20,화,2815,70,278,344,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 땅콩죽/쌀밥 (쌀:국내산) 무채국  동전쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  주꾸미볶음  메추리알조림  통도라지구이  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 가쯔오장국  탄두리치킨 (닭:국내산) 콥샐러드  단무지  깍두기 (김치:국내산) ,740.0,485.0
2018-11-21,수,2815,81,290,0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국 (오징어:뉴질랜드) 꽈리고추찜  포기김치 (김치:국내산) ,"카레덮밥 (쌀:국내산,돈육:국내산) 맑은국  새우까스*탈탈소스  파스타샐러드 (소고기채:호주산) 오이무침  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 열무된장국  삼겹살구이 (돈육:칠레산) 감자채볶음  쫑상추무침  포기김치 (김치:국내산) ,832.0,411.0
2018-11-22,목,2815,80,287,325,0.0,모닝롤/토마토샌드  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 된장찌개  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭볶음탕 (닭:국내산) 두부구이*양념장  물파래무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 해물수제비  양장피잡채  부추만두  요플레  포기김치 (김치:국내산) ,718.0,436.0
2018-11-23,금,2815,222,305,57,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 우거지해장국 (소고기:호주산) 진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  버섯불고기 (소고기:호주산) 쫄면무침  취나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  돈육장조림 (돈육:국내산) 김치전  고구마순나물  포기김치 (김치:국내산) ,527.0,363.0
2018-11-26,월,2815,107,215,447,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 민물새우찌개  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  닭갈비 (닭:국내산) 감자프리타타  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개 (쇠고기:호주산) 굴비구이  우엉잡채  마늘쫑무침  깍두기 (김치:국내산) ,1077.0,476.0
2018-11-27,화,2815,60,264,418,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 야채죽/쌀밥 (쌀:국내산) 감자국  쑥갓두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  짬뽕불고기 (돈육:국내산) 늙은호박전  연두부*양념장  포기김치 (김치:국내산) ,참치주먹밥 (쌀:국내산) 잔치국수  돈육강정 (돈육:국내산) 시금치흑임자샐러드  귤  포기김치 (김치:국내산) ,839.0,529.0
2018-11-28,수,2815,69,298,1,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 재첩국  명엽채무침  포기김치 (김치:국내산) ,나물비빔밥 (쌀:국내산) 가쯔오장국  오징어튀김 (오징어:뉴질랜드) 과일샐러드  군고구마  포기김치 (김치:국내산) ,    *        ,862.0,0.0
2018-11-29,목,2815,86,293,354,0.0,모닝롤/단호박샌드  우유/주스 계란후라이 견과류죽/쌀밥 (쌀:국내산) 냉이된장국  청포묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 두부김치국  레몬탕수육 (돈육:국내산) 어묵꽈리고추볶음  물미역*초장  알타리김치 (김치:국내산) ,"쌀밥/잡곡밥 (쌀:국내산) 연두부탕  미니함박조림 (돈육:국내,쇠고기:호주) 해파리겨자채  치커리사과생채  포기김치 (김치:국내산) ",794.0,454.0
2018-11-30,금,2815,196,314,60,0.0,"모닝롤/카스텔라  우유/주스 계란후라이 닭죽/쌀밥 (쌀:국내산,닭:국내) 북어국  시금치나물  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 매운버섯국 (양지:호주산) 해물누룽지탕 (오징어:뉴질랜드) 계란말이  얼갈이생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  깐풍기 (닭:국내산) 새송이버섯전  부추생채  포기김치 (김치:국내산) ,543.0,362.0
2018-12-03,월,2846,80,187,798,0.0,모닝롤/초코핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 고추장찌개  시래기조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  쇠고기낙지볶음  계란찜  세발나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육간장불고기  해물파전  양배추쌈*쌈장  포기김치 (김치:국내산) ,1248.0,544.0
2018-12-04,화,2846,64,246,802,0.0,모닝롤/식빵피자  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 바지락국  모듬묵*장  포기김치 (김치:국내산) ,쌀밥/잡곡밥  차돌박이찌개  유린기  모듬버섯볶음  도라지초무침  배추겉절이 (김치:국내산) ,토마토스파게티 (쌀:국내산) 옥수수스프  굴소스볶음밥  쇠고기퀘사디아  키위드레싱샐러드/피클  포기김치 (김치:국내산) ,911.0,617.0
2018-12-05,수,2846,87,254,0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 매생이굴국  감자채볶음  포기김치 (김치:국내산) ,단호박영양밥 (쌀:국내산) 유부장국  언양식불고기  주꾸미초무침  파래김*양념장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  삼치구이  모듬소세지볶음  근대나물무침  포기김치 (김치:국내산) ,885.0,414.0
2018-12-06,목,2846,90,266,589,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 참치야채죽/쌀밥 (쌀:국내산) 꽃게탕  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  오리불고기  셀프무쌈말이  쫑상추무침  포기김치 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  웨지감자  하와이안샐러드  과일주스  알타리김치 (김치:국내산) ,765.0,515.0
2018-12-07,금,2846,182,300,83,0.0,모닝롤/고구마파이  우유/주스 계란후라이 김치죽/쌀밥 (쌀:국내산) 콩가루배추국  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 떡만두국  쇠고기모듬장조림  동그랑땡전  깻잎지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  두부계란부침  무생채  포기김치 (김치:국내산) ,674.0,353.0
2018-12-10,월,2846,98,204,863,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치국  자반김  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  제육볶음  감자그라탕  콩나물파채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  미트볼케찹조림  돈육잡채  통도라지구이  포기김치 (김치:국내산) ,1201.0,597.0
2018-12-11,화,2846,69,250,716,0.0,모닝롤/고구마샌드  우유/주스 스크램블에그 호박죽/쌀밥 (쌀:국내산) 감자국  미역줄기볶음  포기김치 (김치:국내산) ,"쌀밥/잡곡밥 (쌀,현미흑미:국내산) 시금치국  등갈비김치찜 (돈등갈비:국내산) 메밀전  도토리묵무침  알타리김치 (김치:국내산) ",생선초밥 (쌀:국내산) 우동  떡볶이  과일샐러드  락교  포기김치 (김치:국내산) ,883.0,569.0
2018-12-12,수,2846,75,262,0,0.0,모닝롤/호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 선지해장국  멸치볶음  포기김치 (김치:국내산) ,"콩나물밥*양념장 (쌀:국내산,쇠고기:호주산) 가쯔오국  가자미튀김  고추잡채*꽃빵  실곤약초무침  배추겉절이 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 오징어국  양념치킨  오꼬노미야끼계란말이  청경채생채  포기김치 (김치:국내산) ,788.0,354.0
2018-12-13,목,2846,65,253,652,0.0,모닝롤/참치샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 홍합탕  시금치나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  동파삼겹수육  맛살전  참나물겉절이  포기김치 (김치:국내산) ,짜장밥 (쌀:국내산) 계란국  사천식탕수육  부추만두  단무지무침  포기김치 (김치:국내산) ,765.0,475.0
2018-12-14,금,2846,160,277,113,0.0,모닝롤/베이글  우유/주스 계란후라이 낙지죽/쌀밥 (쌀:국내산) 시래기국  쑥갓두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  치즈함박스테이크  두부조림  방풍나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  안동찜닭  새송이고추장구이  열무나물무침  포기김치 (김치:국내산) ,664.0,411.0
2018-12-17,월,2846,90,201,602,0.0,모닝롤/팬케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 얼갈이된장국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  짬뽕불고기  메추리알조림  건새우마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  주꾸미볶음  비엔나감자볶음  숙주나물  포기김치 (김치:국내산) ,1170.0,421.0
2018-12-18,화,2846,87,243,525,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 표고버섯죽/쌀밥 (쌀:국내산) 무채국  브로컬리들깨찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭볶음탕  해물김치전  물파래무침  배추겉절이 (김치:국내산) ,충무김밥 (쌀:국내산) 김치말이국수  오징어초무침  꽃맛살샐러드  귤  석박지 (김치:국내산) ,813.0,432.0
2018-12-19,수,2846,86,256,0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  명엽채무침  포기김치 (김치:국내산) ,곤드레밥*강된장 (쌀:국내산) 팽이장국  탕수어  쫄면무침  치커리유자청생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  고등어구이  닭살겨자냉채  가지나물  포기김치 (김치:국내산) ,710.0,390.0
2018-12-20,목,2846,106,242,235,0.0,모닝롤/야채샌드  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 버섯매운탕  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  돼지갈비찜  두부새싹구이  호박나물  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옛날돈까스  크림스프  감자범벅/양배추샐러드  수제피클/음료  포기김치 (김치:국내산) ,784.0,373.0
2018-12-21,금,2846,175,261,163,0.0,모닝롤/단팥빵  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산) 북어계란국  톳두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치양념조림  고기전  비트무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  생선까스*탈탈소스  마파두부  콩나물무침  포기김치 (김치:국내산) ,456.0,456.0
2018-12-24,월,2846,894,159,26,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 콩나물김치국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  훈제오리구이  매운어묵볶음  쌈무/부추생채 크리스마스케익 포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 민물새우찌개  닭갈비  버섯잡채  오이무침  포기김치 (김치:국내산) ,296.0,104.0
2018-12-26,수,2846,184,241,0,0.0,모닝롤/브라우니  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 꽃게탕  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  돈육굴소스볶음  골뱅이무침*소면  얼갈이나물  포기김치 (김치:국내산) ,    자기계발의날        ,695.0,0.0
2018-12-27,목,2846,182,253,132,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 소라살죽/쌀밥 (쌀:국내산) 소고기무국  시래기지짐  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  오징어볶음  계란말이  참나물땅콩무침  포기김치 (김치:국내산) ,김밥볶음밥 (쌀:국내산) 짬뽕  깐풍기  키위드레싱샐러드  오복지무침  포기김치 (김치:국내산) ,517.0,251.0
2018-12-28,금,2846,315,264,18,0.0,모닝롤/카스텔라  우유/주스 계란후라이 양송이죽/쌀밥 (쌀:국내산) 대구매운탕  검정콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  버섯불고기  해물동그랑땡  유채나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  코다리조림  꽃맛살볶음  견과류조림  포기김치 (김치:국내산) ,491.0,406.0
2018-12-31,월,2846,1085,132,28,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 된장찌개  단배추나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈육고추장불고기 (돼지고기:국내산) 감자채볶음  양배추쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  훈제오리볶음  계란찜  참나물생채  포기김치 (김치:국내산) ,332.0,135.0
2019-01-02,수,2985,108,129,0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 어묵국  김자반  포기김치 (김치:국내산) ,"쌀밥/잡곡밥 (쌀:국내산) 떡국 (우양지,우잡뼈:호주산) 소갈비찜 (소고기:호주산) 해물파전  도라지오이무침/식혜  포기김치 (김치:국내산) ","쌀밥/잡곡밥 (쌀:국내산) 부대찌개  마늘간장치킨 (닭고기:국내산) 두부양념조림  유채나물된장무침  배추겉절이 (배추,고추가루:국내산) ",1201.0,407.0
2019-01-03,목,2985,120,207,444,0.0,모닝롤/바나나샌드  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 감자국  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  안동찜닭 (닭고기:국내산) 주꾸미초무침  꽈리고추찜  포기김치 (김치:국내산) ,"새우볶음밥 (쌀,현미흑미:국내산) 우동  깐풍육 (돼지고기:국내산) 콘샐러드  락교  포기김치 (김치:국내산) ",858.0,494.0
